0,1,2,3,4,5,6,7,8,9,10
other vegetables,beef,yogurt,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
ham,yogurt,,,,,,,,,
soda,pork,curd,Instant food products,,,,,,,
pip fruit,curd,pip fruit,prosecco,,,,,,,
mayonnaise,processed cheese,,,,,,,,,
hamburger meat,tropical fruit,cat food,whole milk,artif. sweetener,packaged fruit/vegetables,,,,,
sliced cheese,liquor,hygiene articles,,,,,,,,
sausage,dessert,,,,,,,,,
chewing gum,pastry,pastry,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
margarine,margarine,white bread,fruit/vegetable juice,,,,,,,
citrus fruit,white bread,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
photo/film,brown bread,,,,,,,,,
margarine,newspapers,,,,,,,,,
tropical fruit,coffee,dessert,fruit/vegetable juice,,,,,,,
cream cheese ,canned beer,waffles,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
condensed milk,waffles,,,,,,,,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
frankfurter,other vegetables,,,,,,,,,
meat,whole milk,bottled water,mayonnaise,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,pet care,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
sausage,soda,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
root vegetables,flour,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
sugar,skin care,,,,,,,,,
liqueur,chocolate,,,,,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
herbs,soda,frozen vegetables,,,,,,,,
sausage,pasta,bottled water,,,,,,,,
whole milk,margarine,,,,,,,,,
pip fruit,cat food,,,,,,,,,
chicken,white bread,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
whole milk,coffee,,,,,,,,,
coffee,whole milk,,,,,,,,,
shopping bags,rice,,,,,,,,,
beverages,oil,,,,,,,,,
chicken,bottled water,,,,,,,,,
white wine,whole milk,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
dishes,bottled water,,,,,,,,,
curd,UHT-milk,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
candles,other vegetables,,,,,,,,,
citrus fruit,sausage,whole milk,canned beer,,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
pork,pastry,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
canned beer,sugar,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
beef,grapes,,,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
yogurt,pet care,,,,,,,,,
salty snack,butter milk,,,,,,,,,
soda,bottled water,,,,,,,,,
citrus fruit,whole milk,bottled water,roll products ,,,,,,,
pork,chewing gum,canned fish,,,,,,,,
brown bread,white wine,,,,,,,,,
beef,pasta,,,,,,,,,
misc. beverages,frozen vegetables,,,,,,,,,
yogurt,tidbits,,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
pip fruit,skin care,,,,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
sausage,UHT-milk,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
sugar,bottled water,,,,,,,,,
hamburger meat,tidbits,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
brandy,ham,root vegetables,whole milk,,,,,,,
citrus fruit,white bread,,,,,,,,,
shopping bags,newspapers,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sparkling wine,root vegetables,,,,,,,,,
turkey,packaged fruit/vegetables,,,,,,,,,
citrus fruit,other vegetables,yogurt,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
bottled water,curd,domestic eggs,yogurt,newspapers,,,,,,
frankfurter,soda,,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,chocolate,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
tropical fruit,whole milk,whole milk,,,,,,,,
oil,herbs,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
onions,bottled water,sliced cheese,,,,,,,,
pork,rolls/buns,,,,,,,,,
bottled beer,instant coffee,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
meat,other vegetables,,,,,,,,,
frankfurter,beef,frozen fish,rice,napkins,,,,,,
coffee,specialty fat,,,,,,,,,
specialty chocolate,pet care,,,,,,,,,
rolls/buns,margarine,soda,,,,,,,,
pastry,white bread,,,,,,,,,
white bread,beverages,,,,,,,,,
ham,domestic eggs,,,,,,,,,
cream cheese ,shopping bags,shopping bags,,,,,,,,
frozen vegetables,pip fruit,hygiene articles,,,,,,,,
root vegetables,specialty chocolate,frozen vegetables,canned beer,frozen fish,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,finished products,meat,fruit/vegetable juice,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
specialty bar,shopping bags,pasta,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
cream cheese ,whole milk,brown bread,whole milk,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
pot plants,chicken,,,,,,,,,
berries,root vegetables,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
chicken,waffles,,,,,,,,,
bottled water,pastry,specialty bar,herbs,,,,,,,
grapes,rolls/buns,,,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
margarine,chocolate,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
canned beer,baking powder,,,,,,,,,
meat,cake bar,,,,,,,,,
dishes,dessert,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
mustard,sugar,baking powder,,,,,,,,
other vegetables,rolls/buns,beverages,,,,,,,,
root vegetables,whole milk,,,,,,,,,
berries,specialty cheese,,,,,,,,,
misc. beverages,pastry,,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
red/blush wine,pork,,,,,,,,,
beef,chewing gum,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
candy,shopping bags,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
chicken,white bread,,,,,,,,,
curd,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
rolls/buns,photo/film,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
chicken,pork,newspapers,,,,,,,,
napkins,pastry,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
salty snack,pastry,oil,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
beef,chicken,newspapers,organic products,chocolate,,,,,,
whole milk,yogurt,,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
white wine,sauces,,,,,,,,,
tropical fruit,vinegar,sauces,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
pork,soda,,,,,,,,,
long life bakery product,brown bread,,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
yogurt,yogurt,,,,,,,,,
pastry,curd,butter,curd,whipped/sour cream,,,,,,
tropical fruit,curd,,,,,,,,,
bottled beer,dog food,,,,,,,,,
canned beer,bottled water,,,,,,,,,
frozen vegetables,domestic eggs,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
mayonnaise,chocolate,,,,,,,,,
whole milk,newspapers,,,,,,,,,
root vegetables,soda,,,,,,,,,
pip fruit,chewing gum,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
vinegar,newspapers,,,,,,,,,
meat,canned fish,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
sausage,rolls/buns,,,,,,,,,
frankfurter,yogurt,waffles,,,,,,,,
other vegetables,soap,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
soda,dish cleaner,,,,,,,,,
beverages,sparkling wine,,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
UHT-milk,yogurt,napkins,,,,,,,,
soda,whole milk,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
rolls/buns,mayonnaise,flour,,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
turkey,white bread,,,,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
root vegetables,brown bread,,,,,,,,,
oil,herbs,,,,,,,,,
ham,white wine,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
liquor,sweet spreads,,,,,,,,,
sausage,chocolate,semi-finished bread,whole milk,rum,bottled beer,,,,,
sausage,root vegetables,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,,
domestic eggs,ham,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
beverages,soda,,,,,,,,,
chicken,margarine,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
tropical fruit,prosecco,,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
canned beer,coffee,flour,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
tropical fruit,soda,UHT-milk,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
grapes,soda,other vegetables,,,,,,,,
berries,sliced cheese,,,,,,,,,
meat,domestic eggs,,,,,,,,,
citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream,,,,,,
soda,other vegetables,cream cheese ,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
sausage,chicken,pip fruit,other vegetables,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
canned beer,margarine,chocolate,,,,,,,,
other vegetables,margarine,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
berries,rolls/buns,,,,,,,,,
frankfurter,fruit/vegetable juice,shopping bags,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
rolls/buns,other vegetables,butter,root vegetables,rolls/buns,,,,,,
soda,yogurt,,,,,,,,,
rolls/buns,beef,,,,,,,,,
coffee,sauces,,,,,,,,,
curd,whole milk,,,,,,,,,
semi-finished bread,liquor,pastry,,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
butter,cat food,roll products ,,,,,,,,
brown bread,skin care,whipped/sour cream,,,,,,,,
frankfurter,canned beer,pastry,yogurt,,,,,,,
curd,margarine,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
dental care,soda,,,,,,,,,
yogurt,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
flour,pastry,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,beef,coffee,,,,,,,,
beef,butter,brown bread,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
chicken,curd,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
bottled water,soda,,,,,,,,,
chicken,pastry,,,,,,,,,
beef,whole milk,,,,,,,,,
tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
salty snack,pip fruit,,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
chicken,canned beer,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
whole milk,margarine,,,,,,,,,
frankfurter,chicken,meat,bottled beer,other vegetables,pastry,misc. beverages,root vegetables,salt,,
whole milk,sausage,pet care,yogurt,,,,,,,
butter milk,bottled beer,soda,,,,,,,,
root vegetables,yogurt,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
soda,yogurt,whole milk,coffee,,,,,,,
hamburger meat,ice cream,,,,,,,,,
sausage,bottled beer,,,,,,,,,
long life bakery product,butter,rolls/buns,newspapers,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
beef,newspapers,,,,,,,,,
bottled water,chewing gum,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
rolls/buns,other vegetables,soda,chocolate,,,,,,,
sliced cheese,napkins,,,,,,,,,
margarine,soda,,,,,,,,,
citrus fruit,soda,,,,,,,,,
canned beer,detergent,root vegetables,root vegetables,butter milk,,,,,,
onions,oil,,,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
whole milk,cat food,long life bakery product,,,,,,,,
chicken,bottled water,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
fruit/vegetable juice,candy,fruit/vegetable juice,,,,,,,,
beef,semi-finished bread,,,,,,,,,
oil,UHT-milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,salty snack,coffee,,,,,,,,
pip fruit,soda,,,,,,,,,
frankfurter,pastry,canned beer,pastry,,,,,,,
salty snack,sugar,,,,,,,,,
soda,abrasive cleaner,seasonal products,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
margarine,cat food,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
rolls/buns,tropical fruit,salt,butter,whole milk,canned vegetables,domestic eggs,,,,
specialty fat,pet care,,,,,,,,,
pip fruit,brandy,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
other vegetables,oil,,,,,,,,,
pip fruit,flower (seeds),,,,,,,,,
sausage,butter,,,,,,,,,
finished products,whole milk,,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
chicken,pastry,,,,,,,,,
other vegetables,whipped/sour cream,whole milk,sugar,,,,,,,
frankfurter,root vegetables,yogurt,whole milk,,,,,,,
yogurt,root vegetables,,,,,,,,,
yogurt,soda,dessert,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
frankfurter,margarine,,,,,,,,,
pork,long life bakery product,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
yogurt,sausage,domestic eggs,other vegetables,nut snack,shopping bags,,,,,
whole milk,margarine,sugar,,,,,,,,
frozen meals,frozen dessert,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
liquor,whole milk,,,,,,,,,
rolls/buns,other vegetables,whipped/sour cream,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
sausage,bottled beer,,,,,,,,,
soda,whole milk,,,,,,,,,
tropical fruit,sausage,root vegetables,spread cheese,,,,,,,
pork,canned beer,rolls/buns,yogurt,mustard,oil,popcorn,whipped/sour cream,,,
sugar,kitchen towels,,,,,,,,,
photo/film,shopping bags,,,,,,,,,
rolls/buns,cream cheese ,brown bread,,,,,,,,
misc. beverages,other vegetables,specialty chocolate,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
cream cheese ,frozen vegetables,sugar,coffee,,,,,,,
coffee,kitchen towels,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
sausage,canned fish,,,,,,,,,
chocolate,yogurt,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
herbs,dessert,yogurt,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
cat food,canned beer,sliced cheese,dishes,zwieback,,,,,,
soda,domestic eggs,,,,,,,,,
long life bakery product,citrus fruit,rolls/buns,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
pip fruit,onions,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
whole milk,waffles,shopping bags,,,,,,,,
chicken,beef,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
canned beer,white bread,,,,,,,,,
frankfurter,hard cheese,bottled beer,,,,,,,,
pork,spread cheese,,,,,,,,,
root vegetables,berries,coffee,bottled beer,rice,,,,,,
pip fruit,bottled water,,,,,,,,,
butter,beef,,,,,,,,,
frankfurter,yogurt,canned beer,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
butter,hygiene articles,,,,,,,,,
sausage,tropical fruit,curd,,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
turkey,rolls/buns,,,,,,,,,
tropical fruit,chicken,onions,packaged fruit/vegetables,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
rolls/buns,newspapers,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
liquor,cream,coffee,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
dessert,pot plants,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
frankfurter,butter,bottled beer,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
specialty cheese,brown bread,margarine,,,,,,,,
bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
pet care,flour,coffee,napkins,,,,,,,
canned beer,soda,,,,,,,,,
butter,whole milk,root vegetables,butter,,,,,,,
berries,other vegetables,,,,,,,,,
turkey,chocolate,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
curd,specialty bar,,,,,,,,,
pork,citrus fruit,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,,
soda,oil,,,,,,,,,
whole milk,pip fruit,frozen vegetables,soda,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
bottled water,whole milk,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
dessert,brown bread,,,,,,,,,
other vegetables,soda,,,,,,,,,
grapes,sparkling wine,canned beer,pastry,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,instant coffee,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
domestic eggs,waffles,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
white bread,salty snack,,,,,,,,,
newspapers,salty snack,,,,,,,,,
pork,soda,,,,,,,,,
citrus fruit,beverages,pip fruit,other vegetables,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
onions,curd,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
frozen meals,napkins,,,,,,,,,
coffee,brown bread,,,,,,,,,
pastry,shopping bags,,,,,,,,,
canned fruit,detergent,,,,,,,,,
chocolate marshmallow,yogurt,,,,,,,,,
sausage,pip fruit,brown bread,,,,,,,,
frankfurter,mustard,,,,,,,,,
pastry,female sanitary products,,,,,,,,,
sliced cheese,root vegetables,,,,,,,,,
frankfurter,pickled vegetables,,,,,,,,,
rum,coffee,sliced cheese,,,,,,,,
flour,pork,butter,shopping bags,hard cheese,,,,,,
root vegetables,cling film/bags,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
berries,napkins,cereals,,,,,,,,
sausage,rolls/buns,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
soda,bottled beer,,,,,,,,,
newspapers,dishes,,,,,,,,,
sugar,dish cleaner,,,,,,,,,
napkins,photo/film,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
curd,bottled beer,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
cat food,yogurt,candy,,,,,,,,
margarine,cream cheese ,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
long life bakery product,curd,pot plants,soda,,,,,,,
yogurt,other vegetables,,,,,,,,,
other vegetables,margarine,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
rolls/buns,citrus fruit,fruit/vegetable juice,,,,,,,,
root vegetables,kitchen towels,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
pork,frozen meals,,,,,,,,,
whole milk,specialty fat,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
house keeping products,cat food,,,,,,,,,
soda,liver loaf,,,,,,,,,
bottled beer,soap,,,,,,,,,
canned fish,white bread,,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
rolls/buns,root vegetables,domestic eggs,ice cream,,,,,,,
tropical fruit,dishes,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
onions,root vegetables,soap,cream cheese ,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
soda,curd,rolls/buns,,,,,,,,
chocolate,chocolate,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,whole milk,light bulbs,canned beer,,,,,,,
soda,pet care,butter,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
bottled water,bottled beer,,,,,,,,,
whole milk,waffles,,,,,,,,,
margarine,yogurt,,,,,,,,,
rolls/buns,oil,,,,,,,,,
whole milk,grapes,root vegetables,shopping bags,,,,,,,
rolls/buns,white bread,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
sausage,cream cheese ,,,,,,,,,
berries,whole milk,,,,,,,,,
meat,pip fruit,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,other vegetables,frozen dessert,waffles,soda,,,,,,
curd,coffee,baking powder,,,,,,,,
butter,frozen dessert,whole milk,,,,,,,,
pip fruit,yogurt,,,,,,,,,
pastry,soda,,,,,,,,,
pastry,berries,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
soda,rolls/buns,,,,,,,,,
pastry,kitchen towels,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
rolls/buns,butter,,,,,,,,,
rolls/buns,root vegetables,rolls/buns,long life bakery product,,,,,,,
beef,frankfurter,chewing gum,margarine,chewing gum,detergent,,,,,
bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
detergent,pot plants,,,,,,,,,
